Time: 2026-06-25 20:20:46
Log Dir: logs/2026-06-25_20-20-46/GeFL_DDPM_baseline_total
================================================================================

==============================        Args        ==============================
  exp_timestamp: None
  exp_conf: ./configs/het-iid-exp.yaml
  device: cuda:1
  seed: 15698
  algorithm: GeFL_DDPM_baseline_total
  num_new_clients: 1
  num_train_mnist: 10
  num_train_emnist: 10
  num_train_fashionmnist: 0
  num_train_cifar10: 10
  num_train_cifar100: 0
  num_train_usps: 0
  label_mapping: independent
================================================================================
==============================    Exp Configs     ==============================
exp_name: model-heterogeneity
heterogeneous: true
dirichlet_alpha: 100
global_rounds: 50
local_epochs: 1
local_loss_fn: CrossEntropyLoss
local_optim: Adam
local_lr: 0.001
batch_size: 64
sample_frac: 1.0
test_interval: 1
metric_type: accuracy
global_feature_dim: 256
optim: Adam
optim_lr: 0.001
global_gen_epochs: 10
gen_noise_dim: 128
gen_optim: Adam
gen_optim_lr: 0.001
n_feat: 32
ddpm_guide_w: 1.0
global_feat_gen_epochs: 10
feat_gen_noise_dim: 128
feat_gen_optim: Adam
feat_gen_optim_lr: 0.001
feat_gen_div_beta: 1.0
public_data_ratio: 0.05
start_mapping_epoch: 10
gen_observer_weight: 0.0
index_matching: ddpm
aggregate_method: dataset_name
use_new_entropy_method: false
entropy_ratio: 0.75
cs_threshold: 0.9
global_model_epochs: 5
global_model_optim: Adam
global_model_optim_lr: 0.001
global_samples_per_class: 64

================================================================================

==================================================
Start 50 rounds training by GeFL_DDPM_baseline_total
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 1 ---
Client 0 (MNIST) | Target Loss: 1.0013 | DDPM Loss: 0.1966
Client 12 (EMNIST) | Target Loss: 0.4155 | DDPM Loss: 0.0087
Client 13 (EMNIST) | Target Loss: 0.3190 | DDPM Loss: 0.0087
Client 14 (EMNIST) | Target Loss: 0.2986 | DDPM Loss: 0.0087
Client 15 (EMNIST) | Target Loss: 0.4575 | DDPM Loss: 0.0087
Client 16 (EMNIST) | Target Loss: 0.6642 | DDPM Loss: 0.0089
Client 17 (EMNIST) | Target Loss: 0.3841 | DDPM Loss: 0.0088
Client 18 (EMNIST) | Target Loss: 0.2891 | DDPM Loss: 0.0088
Client 19 (EMNIST) | Target Loss: 0.4655 | DDPM Loss: 0.0088
Client 20 (EMNIST) | Target Loss: 0.5087 | DDPM Loss: 0.0088
Client 22 (CIFAR10) | Target Loss: 0.8168 | DDPM Loss: 0.0395
Client 23 (CIFAR10) | Target Loss: 1.0657 | DDPM Loss: 0.0395
Client 24 (CIFAR10) | Target Loss: 0.8599 | DDPM Loss: 0.0397
Client 25 (CIFAR10) | Target Loss: 0.8344 | DDPM Loss: 0.0396
Client 26 (CIFAR10) | Target Loss: 1.3177 | DDPM Loss: 0.0399
Client 27 (CIFAR10) | Target Loss: 1.4296 | DDPM Loss: 0.0390
Client 28 (CIFAR10) | Target Loss: 1.3151 | DDPM Loss: 0.0402
Client 29 (CIFAR10) | Target Loss: 1.0080 | DDPM Loss: 0.0398
Client 30 (CIFAR10) | Target Loss: 1.4129 | DDPM Loss: 0.0415
Client 31 (CIFAR10) | Target Loss: 1.6971 | DDPM Loss: 0.0397
[Server] Performing Independent Label Mapping (All Different)...

==================================================
Label Mapping Summary:
Global ID = 0  | from: MNIST: '0'
Global ID = 1  | from: MNIST: '1'
Global ID = 2  | from: MNIST: '2'
Global ID = 3  | from: MNIST: '3'
Global ID = 4  | from: MNIST: '4'
Global ID = 5  | from: MNIST: '5'
Global ID = 6  | from: MNIST: '6'
Global ID = 7  | from: MNIST: '7'
Global ID = 8  | from: MNIST: '8'
Global ID = 9  | from: MNIST: '9'
Global ID = 10 | from: EMNIST: '0'
Global ID = 11 | from: EMNIST: '1'
Global ID = 12 | from: EMNIST: '2'
Global ID = 13 | from: EMNIST: '3'
Global ID = 14 | from: EMNIST: '4'
Global ID = 15 | from: EMNIST: '5'
Global ID = 16 | from: EMNIST: '6'
Global ID = 17 | from: EMNIST: '7'
Global ID = 18 | from: EMNIST: '8'
Global ID = 19 | from: EMNIST: '9'
Global ID = 20 | from: EMNIST: 'A'
Global ID = 21 | from: EMNIST: 'B'
Global ID = 22 | from: EMNIST: 'C'
Global ID = 23 | from: EMNIST: 'D'
Global ID = 24 | from: EMNIST: 'E'
Global ID = 25 | from: EMNIST: 'F'
Global ID = 26 | from: EMNIST: 'G'
Global ID = 27 | from: EMNIST: 'H'
Global ID = 28 | from: EMNIST: 'I'
Global ID = 29 | from: EMNIST: 'J'
Global ID = 30 | from: EMNIST: 'K'
Global ID = 31 | from: EMNIST: 'L'
Global ID = 32 | from: EMNIST: 'M'
Global ID = 33 | from: EMNIST: 'N'
Global ID = 34 | from: EMNIST: 'O'
Global ID = 35 | from: EMNIST: 'P'
Global ID = 36 | from: EMNIST: 'Q'
Global ID = 37 | from: EMNIST: 'R'
Global ID = 38 | from: EMNIST: 'S'
Global ID = 39 | from: EMNIST: 'T'
Global ID = 40 | from: EMNIST: 'U'
Global ID = 41 | from: EMNIST: 'V'
Global ID = 42 | from: EMNIST: 'W'
Global ID = 43 | from: EMNIST: 'X'
Global ID = 44 | from: EMNIST: 'Y'
Global ID = 45 | from: EMNIST: 'Z'
Global ID = 46 | from: EMNIST: 'a'
Global ID = 47 | from: EMNIST: 'b'
Global ID = 48 | from: EMNIST: 'c'
Global ID = 49 | from: EMNIST: 'd'
Global ID = 50 | from: EMNIST: 'e'
Global ID = 51 | from: EMNIST: 'f'
Global ID = 52 | from: EMNIST: 'g'
Global ID = 53 | from: EMNIST: 'h'
Global ID = 54 | from: EMNIST: 'i'
Global ID = 55 | from: EMNIST: 'j'
Global ID = 56 | from: EMNIST: 'k'
Global ID = 57 | from: EMNIST: 'l'
Global ID = 58 | from: EMNIST: 'm'
Global ID = 59 | from: EMNIST: 'n'
Global ID = 60 | from: EMNIST: 'o'
Global ID = 61 | from: EMNIST: 'p'
Global ID = 62 | from: EMNIST: 'q'
Global ID = 63 | from: EMNIST: 'r'
Global ID = 64 | from: EMNIST: 's'
Global ID = 65 | from: EMNIST: 't'
Global ID = 66 | from: EMNIST: 'u'
Global ID = 67 | from: EMNIST: 'v'
Global ID = 68 | from: EMNIST: 'w'
Global ID = 69 | from: EMNIST: 'x'
Global ID = 70 | from: EMNIST: 'y'
Global ID = 71 | from: EMNIST: 'z'
Global ID = 72 | from: CIFAR10: 'airplane'
Global ID = 73 | from: CIFAR10: 'automobile'
Global ID = 74 | from: CIFAR10: 'bird'
Global ID = 75 | from: CIFAR10: 'cat'
Global ID = 76 | from: CIFAR10: 'deer'
Global ID = 77 | from: CIFAR10: 'dog'
Global ID = 78 | from: CIFAR10: 'frog'
Global ID = 79 | from: CIFAR10: 'horse'
Global ID = 80 | from: CIFAR10: 'ship'
Global ID = 81 | from: CIFAR10: 'truck'
==================================================

Initializing Global Inference Model with 82 classes...
Epoch 0 Loss: 2.4903
Epoch 1 Loss: 1.0650
Epoch 2 Loss: 0.8440
Epoch 3 Loss: 0.7376
Epoch 4 Loss: 0.6716
[Server] Global Inference Model Acc (MNIST) (Round 10): 73.77% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 10): 53.50% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 10): 23.31% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 10): 52.77% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 11 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0130
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0129
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0137
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0126
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0135
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0130
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0126
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0132
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0143
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0135
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0087
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0087
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0089
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0087
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0087
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0397
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0399
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0406
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0396
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0394
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0391
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0405
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0411
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0404
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0388
Epoch 0 Loss: 0.7791
Epoch 1 Loss: 0.6310
Epoch 2 Loss: 0.5810
Epoch 3 Loss: 0.5239
Epoch 4 Loss: 0.5031
[Server] Global Inference Model Acc (MNIST) (Round 11): 78.60% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 11): 58.58% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 11): 28.76% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 11): 57.86% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 12 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0126
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0124
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0127
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0132
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0125
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0126
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0125
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0125
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0127
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0129
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0086
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0387
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0385
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0392
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0389
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0386
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0396
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0390
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0389
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0392
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0383
Epoch 0 Loss: 0.6722
Epoch 1 Loss: 0.5638
Epoch 2 Loss: 0.5139
Epoch 3 Loss: 0.4534
Epoch 4 Loss: 0.4286
[Server] Global Inference Model Acc (MNIST) (Round 12): 91.11% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 12): 62.53% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 12): 31.26% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 12): 62.33% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 13 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0126
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0120
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0121
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0120
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0125
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0123
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0123
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0124
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0130
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0124
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0378
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0390
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0397
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0381
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0381
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0387
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0388
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0386
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0392
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0389
Epoch 0 Loss: 0.6555
Epoch 1 Loss: 0.5249
Epoch 2 Loss: 0.4578
Epoch 3 Loss: 0.4195
Epoch 4 Loss: 0.3916
[Server] Global Inference Model Acc (MNIST) (Round 13): 81.55% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 13): 61.92% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 13): 29.59% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 13): 60.98% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 14 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0121
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0122
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0118
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0119
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0122
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0123
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0116
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0119
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0122
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0119
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0382
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0388
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0389
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0375
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0383
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0370
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0388
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0385
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0383
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0389
Epoch 0 Loss: 0.6109
Epoch 1 Loss: 0.4749
Epoch 2 Loss: 0.4276
Epoch 3 Loss: 0.3742
Epoch 4 Loss: 0.3316
[Server] Global Inference Model Acc (MNIST) (Round 14): 87.25% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 14): 63.69% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 14): 34.43% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 14): 63.27% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 15 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0113
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0114
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0116
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0137
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0118
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0116
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0113
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0116
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0162
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0118
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0085
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0388
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0390
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0381
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0377
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0390
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0387
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0381
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0377
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0392
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0377
Epoch 0 Loss: 0.5736
Epoch 1 Loss: 0.4514
Epoch 2 Loss: 0.3783
Epoch 3 Loss: 0.3278
Epoch 4 Loss: 0.2853
[Server] Global Inference Model Acc (MNIST) (Round 15): 89.66% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 15): 63.97% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 15): 33.56% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 15): 63.62% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 16 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0118
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0113
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0116
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0113
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0118
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0121
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0116
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0116
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0116
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0114
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 17 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 18 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 19 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 20 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0084
Client 22 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0381
Client 23 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0375
Client 24 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0378
Client 25 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0378
Client 26 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0369
Client 27 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0386
Client 28 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0385
Client 29 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0384
Client 30 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0384
Client 31 (CIFAR10) | Target Loss: 0.0000 | DDPM Loss: 0.0386
Epoch 0 Loss: 0.5945
Epoch 1 Loss: 0.4503
Epoch 2 Loss: 0.3825
Epoch 3 Loss: 0.3254
Epoch 4 Loss: 0.2786
[Server] Global Inference Model Acc (MNIST) (Round 16): 87.53% (Tested on 9095 samples)
[Server] Global Inference Model Acc (EMNIST) (Round 16): 61.69% (Tested on 105779 samples)
[Server] Global Inference Model Acc (CIFAR10) (Round 16): 30.34% (Tested on 9100 samples)
[Server] Global Inference Model Acc (Mix) (Round 16): 61.28% (Tested on 123974 samples)
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 17 ---
Client 0 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0113
Client 1 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0110
Client 2 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0109
Client 3 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0114
Client 4 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0112
Client 5 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0125
Client 6 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0114
Client 7 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0111
Client 8 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0110
Client 9 (MNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0115
Client 11 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 12 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 13 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 14 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0083
Client 15 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
Client 16 (EMNIST) | Target Loss: 0.0000 | DDPM Loss: 0.0082
