Time: 2026-05-14 11:13:16
Log Dir: logs/2026-05-14_11-13-16/GeFL_GAN_DDPM
================================================================================

==============================        Args        ==============================
  exp_timestamp: None
  exp_conf: ./configs/het-iid-exp.yaml
  device: cuda:1
  seed: 15698
  algorithm: GeFL_GAN_DDPM
  num_new_clients: 1
  num_train_mnist: 10
  num_train_emnist: 10
  num_train_fashionmnist: 0
  num_train_cifar10: 10
  num_train_cifar100: 0
  num_train_usps: 0
================================================================================
==============================    Exp Configs     ==============================
exp_name: model-heterogeneity
heterogeneous: true
dirichlet_alpha: 100
global_rounds: 30
local_epochs: 1
local_loss_fn: CrossEntropyLoss
local_optim: Adam
local_lr: 0.001
batch_size: 64
sample_frac: 1.0
test_interval: 1
metric_type: accuracy
global_feature_dim: 256
optim: Adam
optim_lr: 0.001
global_gen_epochs: 10
gen_noise_dim: 128
gen_optim: Adam
gen_optim_lr: 0.001
global_feat_gen_epochs: 10
feat_gen_noise_dim: 128
feat_gen_optim: Adam
feat_gen_optim_lr: 0.001
feat_gen_div_beta: 1.0
public_data_ratio: 0.05
start_mapping_epoch: 1
gen_observer_weight: 1.0
index_matching: class_name
aggregate_method: dataset_name
use_new_entropy_method: true
entropy_ratio: 0.85
global_model_epochs: 5
global_model_optim: Adam
global_model_optim_lr: 0.0001
global_samples_per_class: 64

================================================================================

==================================================
Start 30 rounds training by GeFL_GAN_DDPM
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 1 ---
Client 0 (MNIST) | Target Loss: 0.9830 | G Loss: 3.2714, D Loss: 0.2159 | DDPM Loss: 0.2102
Client 5 (MNIST) | Target Loss: 0.7537 | G Loss: 1.4640, D Loss: 0.4858 | DDPM Loss: 0.0363
Client 6 (MNIST) | Target Loss: 0.1232 | G Loss: 1.4600, D Loss: 0.4803 | DDPM Loss: 0.0308
Client 7 (MNIST) | Target Loss: 0.0997 | G Loss: 1.4759, D Loss: 0.4722 | DDPM Loss: 0.0304
Client 8 (MNIST) | Target Loss: 1.0483 | G Loss: 1.5068, D Loss: 0.4581 | DDPM Loss: 0.0311
Client 9 (MNIST) | Target Loss: 0.2315 | G Loss: 1.5100, D Loss: 0.4598 | DDPM Loss: 0.0309
Client 11 (EMNIST) | Target Loss: 0.5537 | G Loss: 3.3206, D Loss: 0.1958 | DDPM Loss: 0.0156
Client 12 (EMNIST) | Target Loss: 0.5036 | G Loss: 3.3350, D Loss: 0.1946 | DDPM Loss: 0.0156
Client 13 (EMNIST) | Target Loss: 0.3968 | G Loss: 3.4489, D Loss: 0.1800 | DDPM Loss: 0.0157
Client 14 (EMNIST) | Target Loss: 0.3768 | G Loss: 3.3411, D Loss: 0.1915 | DDPM Loss: 0.0155
Client 15 (EMNIST) | Target Loss: 0.5425 | G Loss: 3.3446, D Loss: 0.1874 | DDPM Loss: 0.0156
Client 16 (EMNIST) | Target Loss: 0.8027 | G Loss: 3.3302, D Loss: 0.1898 | DDPM Loss: 0.0155
Client 17 (EMNIST) | Target Loss: 0.4546 | G Loss: 3.4606, D Loss: 0.1828 | DDPM Loss: 0.0155
Client 18 (EMNIST) | Target Loss: 0.3731 | G Loss: 3.3268, D Loss: 0.1934 | DDPM Loss: 0.0156
Client 19 (EMNIST) | Target Loss: 0.5658 | G Loss: 3.4100, D Loss: 0.1795 | DDPM Loss: 0.0155
Client 20 (EMNIST) | Target Loss: 0.5912 | G Loss: 3.4297, D Loss: 0.1783 | DDPM Loss: 0.0156
Client 22 (CIFAR10) | Target Loss: 1.3548 | G Loss: 2.8927, D Loss: 0.3599 | DDPM Loss: 0.0735
Client 23 (CIFAR10) | Target Loss: 1.3045 | G Loss: 2.7772, D Loss: 0.3895 | DDPM Loss: 0.0713
Client 24 (CIFAR10) | Target Loss: 1.2131 | G Loss: 2.9790, D Loss: 0.3547 | DDPM Loss: 0.0752
Client 25 (CIFAR10) | Target Loss: 1.3973 | G Loss: 2.8607, D Loss: 0.3696 | DDPM Loss: 0.0720
Client 26 (CIFAR10) | Target Loss: 1.6495 | G Loss: 2.9928, D Loss: 0.3509 | DDPM Loss: 0.0721
Client 27 (CIFAR10) | Target Loss: 1.5749 | G Loss: 2.8571, D Loss: 0.3747 | DDPM Loss: 0.0711
Client 28 (CIFAR10) | Target Loss: 1.5943 | G Loss: 2.9836, D Loss: 0.3507 | DDPM Loss: 0.0707
Client 29 (CIFAR10) | Target Loss: 1.4877 | G Loss: 2.9658, D Loss: 0.3533 | DDPM Loss: 0.0753
Client 30 (CIFAR10) | Target Loss: 1.8070 | G Loss: 2.8589, D Loss: 0.3802 | DDPM Loss: 0.0731
Client 31 (CIFAR10) | Target Loss: 1.7835 | G Loss: 2.9930, D Loss: 0.3508 | DDPM Loss: 0.0733
Round 5 | Client 0 | Model: (MLP) | Acc: 91.49%
Round 5 | Client 1 | Model: (CNN) | Acc: 92.36%
Round 5 | Client 2 | Model: (ResNet8) | Acc: 93.43%
Round 5 | Client 3 | Model: (ResNet18) | Acc: 97.96%
Round 5 | Client 4 | Model: (MobileNetV2) | Acc: 92.29%
Round 5 | Client 5 | Model: (MobileNetV3) | Acc: 75.92%
Round 5 | Client 6 | Model: (LeNet) | Acc: 96.83%
Round 5 | Client 7 | Model: (AlexNet) | Acc: 95.58%
Round 5 | Client 8 | Model: (ShuffleNet) | Acc: 63.14%
Round 5 | Client 9 | Model: (SqueezeNet) | Acc: 92.79%
Round 5 | Client 11 | Model: (MLP) | Acc: 79.29%
Round 5 | Client 12 | Model: (CNN) | Acc: 80.49%
Round 5 | Client 13 | Model: (ResNet8) | Acc: 84.71%
Round 5 | Client 14 | Model: (ResNet18) | Acc: 85.45%
Round 5 | Client 15 | Model: (MobileNetV2) | Acc: 80.53%
Round 5 | Client 16 | Model: (MobileNetV3) | Acc: 66.37%
Round 5 | Client 17 | Model: (LeNet) | Acc: 83.96%
Round 5 | Client 18 | Model: (AlexNet) | Acc: 84.25%
Round 5 | Client 19 | Model: (ShuffleNet) | Acc: 80.47%
Round 5 | Client 20 | Model: (SqueezeNet) | Acc: 80.74%
Round 5 | Client 22 | Model: (MLP) | Acc: 39.45%
Round 5 | Client 23 | Model: (CNN) | Acc: 45.71%
Round 5 | Client 24 | Model: (ResNet8) | Acc: 42.61%
Round 5 | Client 25 | Model: (ResNet18) | Acc: 43.95%
Round 5 | Client 26 | Model: (MobileNetV2) | Acc: 36.10%
Round 5 | Client 27 | Model: (MobileNetV3) | Acc: 38.20%
Round 5 | Client 28 | Model: (LeNet) | Acc: 38.94%
Round 5 | Client 29 | Model: (AlexNet) | Acc: 44.11%
Round 5 | Client 30 | Model: (ShuffleNet) | Acc: 32.57%
Round 5 | Client 31 | Model: (SqueezeNet) | Acc: 28.09%
[Server] Generating synthetic images for Round 5...
[Server] Synthetic images saved to logs/2026-05-14_11-13-16/GeFL_GAN_DDPM/synthetic_images/
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 6 ---
Client 0 (MNIST) | Target Loss: 0.1870 | G Loss: 1.3567, D Loss: 0.5026 | DDPM Loss: 0.0280
Client 1 (MNIST) | Target Loss: 0.0880 | G Loss: 1.4442, D Loss: 0.4781 | DDPM Loss: 0.0284
Client 2 (MNIST) | Target Loss: 0.0486 | G Loss: 1.3754, D Loss: 0.5139 | DDPM Loss: 0.0293
Client 3 (MNIST) | Target Loss: 0.0718 | G Loss: 1.4140, D Loss: 0.4848 | DDPM Loss: 0.0293
Client 4 (MNIST) | Target Loss: 0.1620 | G Loss: 1.3703, D Loss: 0.5095 | DDPM Loss: 0.0286
Client 5 (MNIST) | Target Loss: 0.6470 | G Loss: 1.3578, D Loss: 0.5074 | DDPM Loss: 0.0274
Client 6 (MNIST) | Target Loss: 0.1072 | G Loss: 1.4016, D Loss: 0.4953 | DDPM Loss: 0.0281
Client 7 (MNIST) | Target Loss: 0.0836 | G Loss: 1.3952, D Loss: 0.5001 | DDPM Loss: 0.0285
Client 8 (MNIST) | Target Loss: 0.9633 | G Loss: 1.3623, D Loss: 0.5060 | DDPM Loss: 0.0282
Client 9 (MNIST) | Target Loss: 0.2013 | G Loss: 1.3608, D Loss: 0.5109 | DDPM Loss: 0.0288
Client 11 (EMNIST) | Target Loss: 0.5219 | G Loss: 4.3166, D Loss: 0.1276 | DDPM Loss: 0.0148
Client 12 (EMNIST) | Target Loss: 0.4781 | G Loss: 3.8817, D Loss: 0.1738 | DDPM Loss: 0.0147
Client 13 (EMNIST) | Target Loss: 0.3787 | G Loss: 3.9507, D Loss: 0.1538 | DDPM Loss: 0.0147
Client 14 (EMNIST) | Target Loss: 0.3551 | G Loss: 3.8781, D Loss: 0.1662 | DDPM Loss: 0.0147
Client 15 (EMNIST) | Target Loss: 0.5281 | G Loss: 3.9104, D Loss: 0.1480 | DDPM Loss: 0.0147
Client 16 (EMNIST) | Target Loss: 0.7525 | G Loss: 4.0682, D Loss: 0.1570 | DDPM Loss: 0.0146
Client 17 (EMNIST) | Target Loss: 0.4347 | G Loss: 3.8914, D Loss: 0.1667 | DDPM Loss: 0.0147
Client 18 (EMNIST) | Target Loss: 0.3508 | G Loss: 3.8366, D Loss: 0.1718 | DDPM Loss: 0.0148
Client 19 (EMNIST) | Target Loss: 0.5376 | G Loss: 3.7816, D Loss: 0.1696 | DDPM Loss: 0.0148
Client 20 (EMNIST) | Target Loss: 0.5669 | G Loss: 3.5450, D Loss: 0.1885 | DDPM Loss: 0.0149
Client 22 (CIFAR10) | Target Loss: 1.2512 | G Loss: 2.6710, D Loss: 0.4134 | DDPM Loss: 0.0692
Client 23 (CIFAR10) | Target Loss: 1.2544 | G Loss: 2.7275, D Loss: 0.4078 | DDPM Loss: 0.0709
Client 24 (CIFAR10) | Target Loss: 1.1714 | G Loss: 2.7986, D Loss: 0.3947 | DDPM Loss: 0.0698
Client 25 (CIFAR10) | Target Loss: 1.3403 | G Loss: 2.6687, D Loss: 0.4115 | DDPM Loss: 0.0703
Client 26 (CIFAR10) | Target Loss: 1.5547 | G Loss: 2.7624, D Loss: 0.4014 | DDPM Loss: 0.0693
Client 27 (CIFAR10) | Target Loss: 1.5298 | G Loss: 2.7164, D Loss: 0.4146 | DDPM Loss: 0.0694
Client 28 (CIFAR10) | Target Loss: 1.5416 | G Loss: 2.6886, D Loss: 0.4029 | DDPM Loss: 0.0706
Client 29 (CIFAR10) | Target Loss: 1.3567 | G Loss: 2.7611, D Loss: 0.3905 | DDPM Loss: 0.0705
Client 30 (CIFAR10) | Target Loss: 1.7132 | G Loss: 2.6608, D Loss: 0.4130 | DDPM Loss: 0.0709
Client 31 (CIFAR10) | Target Loss: 1.7458 | G Loss: 2.6614, D Loss: 0.4039 | DDPM Loss: 0.0694
Round 6 | Client 0 | Model: (MLP) | Acc: 92.91%
Round 6 | Client 1 | Model: (CNN) | Acc: 85.60%
Round 6 | Client 2 | Model: (ResNet8) | Acc: 83.81%
Round 6 | Client 3 | Model: (ResNet18) | Acc: 96.72%
Round 6 | Client 4 | Model: (MobileNetV2) | Acc: 92.72%
Round 6 | Client 5 | Model: (MobileNetV3) | Acc: 74.36%
Round 6 | Client 6 | Model: (LeNet) | Acc: 97.16%
Round 6 | Client 7 | Model: (AlexNet) | Acc: 97.58%
Round 6 | Client 8 | Model: (ShuffleNet) | Acc: 65.81%
Round 6 | Client 9 | Model: (SqueezeNet) | Acc: 93.22%
Round 6 | Client 11 | Model: (MLP) | Acc: 78.82%
Round 6 | Client 12 | Model: (CNN) | Acc: 81.97%
Round 6 | Client 13 | Model: (ResNet8) | Acc: 85.66%
Round 6 | Client 14 | Model: (ResNet18) | Acc: 85.70%
Round 6 | Client 15 | Model: (MobileNetV2) | Acc: 82.46%
Round 6 | Client 16 | Model: (MobileNetV3) | Acc: 72.38%
Round 6 | Client 17 | Model: (LeNet) | Acc: 83.88%
Round 6 | Client 18 | Model: (AlexNet) | Acc: 84.85%
Round 6 | Client 19 | Model: (ShuffleNet) | Acc: 80.94%
Round 6 | Client 20 | Model: (SqueezeNet) | Acc: 81.78%
Round 6 | Client 22 | Model: (MLP) | Acc: 40.17%
Round 6 | Client 23 | Model: (CNN) | Acc: 47.03%
Round 6 | Client 24 | Model: (ResNet8) | Acc: 45.07%
Round 6 | Client 25 | Model: (ResNet18) | Acc: 44.06%
Round 6 | Client 26 | Model: (MobileNetV2) | Acc: 37.46%
Round 6 | Client 27 | Model: (MobileNetV3) | Acc: 37.98%
Round 6 | Client 28 | Model: (LeNet) | Acc: 43.78%
Round 6 | Client 29 | Model: (AlexNet) | Acc: 44.00%
Round 6 | Client 30 | Model: (ShuffleNet) | Acc: 31.36%
Round 6 | Client 31 | Model: (SqueezeNet) | Acc: 27.19%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 7 ---
Client 0 (MNIST) | Target Loss: 0.1938 | G Loss: 1.3567, D Loss: 0.5110 | DDPM Loss: 0.0263
Client 1 (MNIST) | Target Loss: 0.0803 | G Loss: 1.3655, D Loss: 0.5158 | DDPM Loss: 0.0264
Client 2 (MNIST) | Target Loss: 0.0526 | G Loss: 1.3757, D Loss: 0.5092 | DDPM Loss: 0.0261
Client 3 (MNIST) | Target Loss: 0.1123 | G Loss: 1.3789, D Loss: 0.5044 | DDPM Loss: 0.0316
Client 4 (MNIST) | Target Loss: 0.1573 | G Loss: 1.4032, D Loss: 0.5039 | DDPM Loss: 0.0258
Client 5 (MNIST) | Target Loss: 0.5690 | G Loss: 1.2669, D Loss: 0.5483 | DDPM Loss: 0.0255
Client 6 (MNIST) | Target Loss: 0.0836 | G Loss: 1.3453, D Loss: 0.5223 | DDPM Loss: 0.0254
Client 7 (MNIST) | Target Loss: 0.0465 | G Loss: 1.3313, D Loss: 0.5277 | DDPM Loss: 0.0263
Client 8 (MNIST) | Target Loss: 1.2324 | G Loss: 1.2902, D Loss: 0.5390 | DDPM Loss: 0.0305
Client 9 (MNIST) | Target Loss: 0.1570 | G Loss: 1.3517, D Loss: 0.5191 | DDPM Loss: 0.0263
Client 11 (EMNIST) | Target Loss: 0.4980 | G Loss: 3.9720, D Loss: 0.1748 | DDPM Loss: 0.0142
Client 12 (EMNIST) | Target Loss: 0.4608 | G Loss: 4.7559, D Loss: 0.1177 | DDPM Loss: 0.0142
Client 13 (EMNIST) | Target Loss: 0.3620 | G Loss: 4.0473, D Loss: 0.1631 | DDPM Loss: 0.0142
Client 14 (EMNIST) | Target Loss: 0.3391 | G Loss: 4.3111, D Loss: 0.1240 | DDPM Loss: 0.0141
Client 15 (EMNIST) | Target Loss: 0.5063 | G Loss: 4.4483, D Loss: 0.1297 | DDPM Loss: 0.0141
Client 16 (EMNIST) | Target Loss: 0.7252 | G Loss: 4.5909, D Loss: 0.1043 | DDPM Loss: 0.0141
Client 17 (EMNIST) | Target Loss: 0.4180 | G Loss: 4.1033, D Loss: 0.1489 | DDPM Loss: 0.0142
Client 18 (EMNIST) | Target Loss: 0.3320 | G Loss: 4.1938, D Loss: 0.1557 | DDPM Loss: 0.0142
Client 19 (EMNIST) | Target Loss: 0.5119 | G Loss: 4.5702, D Loss: 0.1121 | DDPM Loss: 0.0142
Client 20 (EMNIST) | Target Loss: 0.5364 | G Loss: 4.4479, D Loss: 0.1263 | DDPM Loss: 0.0141
Client 22 (CIFAR10) | Target Loss: 1.1423 | G Loss: 2.6931, D Loss: 0.3740 | DDPM Loss: 0.0684
Client 23 (CIFAR10) | Target Loss: 1.1933 | G Loss: 2.6452, D Loss: 0.3830 | DDPM Loss: 0.0710
Client 24 (CIFAR10) | Target Loss: 1.0559 | G Loss: 2.7572, D Loss: 0.3631 | DDPM Loss: 0.0676
Client 25 (CIFAR10) | Target Loss: 1.2545 | G Loss: 2.7207, D Loss: 0.3834 | DDPM Loss: 0.0684
Client 26 (CIFAR10) | Target Loss: 1.4963 | G Loss: 2.5933, D Loss: 0.3974 | DDPM Loss: 0.0678
Client 27 (CIFAR10) | Target Loss: 1.4925 | G Loss: 2.6915, D Loss: 0.3767 | DDPM Loss: 0.0680
Client 28 (CIFAR10) | Target Loss: 1.4930 | G Loss: 2.7157, D Loss: 0.3725 | DDPM Loss: 0.0676
Client 29 (CIFAR10) | Target Loss: 1.3140 | G Loss: 2.8328, D Loss: 0.3466 | DDPM Loss: 0.0704
Client 30 (CIFAR10) | Target Loss: 1.6288 | G Loss: 2.5544, D Loss: 0.3862 | DDPM Loss: 0.0680
Client 31 (CIFAR10) | Target Loss: 1.6938 | G Loss: 2.5902, D Loss: 0.3797 | DDPM Loss: 0.0695
Round 7 | Client 0 | Model: (MLP) | Acc: 92.04%
Round 7 | Client 1 | Model: (CNN) | Acc: 91.14%
Round 7 | Client 2 | Model: (ResNet8) | Acc: 96.72%
Round 7 | Client 3 | Model: (ResNet18) | Acc: 96.72%
Round 7 | Client 4 | Model: (MobileNetV2) | Acc: 94.75%
Round 7 | Client 5 | Model: (MobileNetV3) | Acc: 69.12%
Round 7 | Client 6 | Model: (LeNet) | Acc: 97.26%
Round 7 | Client 7 | Model: (AlexNet) | Acc: 97.58%
Round 7 | Client 8 | Model: (ShuffleNet) | Acc: 63.81%
Round 7 | Client 9 | Model: (SqueezeNet) | Acc: 94.75%
Round 7 | Client 11 | Model: (MLP) | Acc: 80.25%
Round 7 | Client 12 | Model: (CNN) | Acc: 82.68%
Round 7 | Client 13 | Model: (ResNet8) | Acc: 85.28%
Round 7 | Client 14 | Model: (ResNet18) | Acc: 85.94%
Round 7 | Client 15 | Model: (MobileNetV2) | Acc: 82.10%
Round 7 | Client 16 | Model: (MobileNetV3) | Acc: 73.90%
Round 7 | Client 17 | Model: (LeNet) | Acc: 84.12%
Round 7 | Client 18 | Model: (AlexNet) | Acc: 85.06%
Round 7 | Client 19 | Model: (ShuffleNet) | Acc: 81.18%
Round 7 | Client 20 | Model: (SqueezeNet) | Acc: 81.16%
Round 7 | Client 22 | Model: (MLP) | Acc: 38.37%
Round 7 | Client 23 | Model: (CNN) | Acc: 50.11%
Round 7 | Client 24 | Model: (ResNet8) | Acc: 52.14%
Round 7 | Client 25 | Model: (ResNet18) | Acc: 47.61%
Round 7 | Client 26 | Model: (MobileNetV2) | Acc: 37.78%
Round 7 | Client 27 | Model: (MobileNetV3) | Acc: 38.84%
Round 7 | Client 28 | Model: (LeNet) | Acc: 40.81%
Round 7 | Client 29 | Model: (AlexNet) | Acc: 48.54%
Round 7 | Client 30 | Model: (ShuffleNet) | Acc: 33.55%
Round 7 | Client 31 | Model: (SqueezeNet) | Acc: 27.98%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 8 ---
Client 0 (MNIST) | Target Loss: 0.1625 | G Loss: 1.2965, D Loss: 0.5251 | DDPM Loss: 0.0242
Client 1 (MNIST) | Target Loss: 0.0683 | G Loss: 1.3157, D Loss: 0.5264 | DDPM Loss: 0.0251
Client 2 (MNIST) | Target Loss: 0.0460 | G Loss: 1.3249, D Loss: 0.5224 | DDPM Loss: 0.0242
Client 3 (MNIST) | Target Loss: 0.0580 | G Loss: 1.3384, D Loss: 0.5141 | DDPM Loss: 0.0261
Client 4 (MNIST) | Target Loss: 0.1496 | G Loss: 1.3599, D Loss: 0.5080 | DDPM Loss: 0.0247
Client 5 (MNIST) | Target Loss: 0.5006 | G Loss: 1.3035, D Loss: 0.5172 | DDPM Loss: 0.0258
Client 6 (MNIST) | Target Loss: 0.0822 | G Loss: 1.3177, D Loss: 0.5247 | DDPM Loss: 0.0252
Client 7 (MNIST) | Target Loss: 0.0469 | G Loss: 1.3793, D Loss: 0.5039 | DDPM Loss: 0.0249
Client 8 (MNIST) | Target Loss: 1.1248 | G Loss: 1.2715, D Loss: 0.5413 | DDPM Loss: 0.0245
Client 9 (MNIST) | Target Loss: 0.1504 | G Loss: 1.3645, D Loss: 0.5034 | DDPM Loss: 0.0245
Client 11 (EMNIST) | Target Loss: 0.4786 | G Loss: 4.9127, D Loss: 0.1255 | DDPM Loss: 0.0138
Client 12 (EMNIST) | Target Loss: 0.4458 | G Loss: 4.9096, D Loss: 0.1083 | DDPM Loss: 0.0138
Client 13 (EMNIST) | Target Loss: 0.3471 | G Loss: 5.4959, D Loss: 0.0608 | DDPM Loss: 0.0138
Client 14 (EMNIST) | Target Loss: 0.3250 | G Loss: 4.4348, D Loss: 0.1460 | DDPM Loss: 0.0137
Client 15 (EMNIST) | Target Loss: 0.4837 | G Loss: 5.2324, D Loss: 0.0754 | DDPM Loss: 0.0138
Client 16 (EMNIST) | Target Loss: 0.6965 | G Loss: 4.5251, D Loss: 0.1269 | DDPM Loss: 0.0137
Client 17 (EMNIST) | Target Loss: 0.4057 | G Loss: 5.0209, D Loss: 0.1158 | DDPM Loss: 0.0139
Client 18 (EMNIST) | Target Loss: 0.3141 | G Loss: 4.4517, D Loss: 0.1343 | DDPM Loss: 0.0138
Client 19 (EMNIST) | Target Loss: 0.4919 | G Loss: 4.5226, D Loss: 0.1498 | DDPM Loss: 0.0138
Client 20 (EMNIST) | Target Loss: 0.5229 | G Loss: 4.6064, D Loss: 0.1322 | DDPM Loss: 0.0139
Client 22 (CIFAR10) | Target Loss: 0.9826 | G Loss: 2.7782, D Loss: 0.3696 | DDPM Loss: 0.0679
Client 23 (CIFAR10) | Target Loss: 1.1521 | G Loss: 2.7752, D Loss: 0.3911 | DDPM Loss: 0.0662
Client 24 (CIFAR10) | Target Loss: 1.0066 | G Loss: 2.8962, D Loss: 0.3575 | DDPM Loss: 0.0648
Client 25 (CIFAR10) | Target Loss: 1.1763 | G Loss: 2.8614, D Loss: 0.3795 | DDPM Loss: 0.0695
Client 26 (CIFAR10) | Target Loss: 1.4469 | G Loss: 2.8250, D Loss: 0.3450 | DDPM Loss: 0.0650
Client 27 (CIFAR10) | Target Loss: 1.4720 | G Loss: 2.7859, D Loss: 0.3675 | DDPM Loss: 0.0648
Client 28 (CIFAR10) | Target Loss: 1.4476 | G Loss: 2.7682, D Loss: 0.3711 | DDPM Loss: 0.0667
Client 29 (CIFAR10) | Target Loss: 1.1948 | G Loss: 2.7913, D Loss: 0.3615 | DDPM Loss: 0.0662
Client 30 (CIFAR10) | Target Loss: 1.5665 | G Loss: 2.7568, D Loss: 0.3845 | DDPM Loss: 0.0674
Client 31 (CIFAR10) | Target Loss: 1.6510 | G Loss: 2.7028, D Loss: 0.3723 | DDPM Loss: 0.0634
Round 8 | Client 0 | Model: (MLP) | Acc: 93.13%
Round 8 | Client 1 | Model: (CNN) | Acc: 92.47%
Round 8 | Client 2 | Model: (ResNet8) | Acc: 93.09%
Round 8 | Client 3 | Model: (ResNet18) | Acc: 91.63%
Round 8 | Client 4 | Model: (MobileNetV2) | Acc: 93.68%
Round 8 | Client 5 | Model: (MobileNetV3) | Acc: 84.62%
Round 8 | Client 6 | Model: (LeNet) | Acc: 98.03%
Round 8 | Client 7 | Model: (AlexNet) | Acc: 97.79%
Round 8 | Client 8 | Model: (ShuffleNet) | Acc: 63.70%
Round 8 | Client 9 | Model: (SqueezeNet) | Acc: 94.75%
Round 8 | Client 11 | Model: (MLP) | Acc: 79.49%
Round 8 | Client 12 | Model: (CNN) | Acc: 83.23%
Round 8 | Client 13 | Model: (ResNet8) | Acc: 85.56%
Round 8 | Client 14 | Model: (ResNet18) | Acc: 86.28%
Round 8 | Client 15 | Model: (MobileNetV2) | Acc: 82.18%
Round 8 | Client 16 | Model: (MobileNetV3) | Acc: 73.08%
Round 8 | Client 17 | Model: (LeNet) | Acc: 83.72%
Round 8 | Client 18 | Model: (AlexNet) | Acc: 84.87%
Round 8 | Client 19 | Model: (ShuffleNet) | Acc: 81.45%
Round 8 | Client 20 | Model: (SqueezeNet) | Acc: 80.72%
Round 8 | Client 22 | Model: (MLP) | Acc: 36.93%
Round 8 | Client 23 | Model: (CNN) | Acc: 50.77%
Round 8 | Client 24 | Model: (ResNet8) | Acc: 56.42%
Round 8 | Client 25 | Model: (ResNet18) | Acc: 50.83%
Round 8 | Client 26 | Model: (MobileNetV2) | Acc: 38.61%
Round 8 | Client 27 | Model: (MobileNetV3) | Acc: 41.42%
Round 8 | Client 28 | Model: (LeNet) | Acc: 45.98%
Round 8 | Client 29 | Model: (AlexNet) | Acc: 46.70%
Round 8 | Client 30 | Model: (ShuffleNet) | Acc: 32.68%
Round 8 | Client 31 | Model: (SqueezeNet) | Acc: 32.36%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 9 ---
Client 0 (MNIST) | Target Loss: 0.1542 | G Loss: 1.3300, D Loss: 0.5195 | DDPM Loss: 0.0234
Client 1 (MNIST) | Target Loss: 0.0611 | G Loss: 1.3422, D Loss: 0.5199 | DDPM Loss: 0.0234
Client 2 (MNIST) | Target Loss: 0.0374 | G Loss: 1.2819, D Loss: 0.5313 | DDPM Loss: 0.0235
Client 3 (MNIST) | Target Loss: 0.0969 | G Loss: 1.3134, D Loss: 0.5274 | DDPM Loss: 0.0233
Client 4 (MNIST) | Target Loss: 0.1320 | G Loss: 1.3237, D Loss: 0.5231 | DDPM Loss: 0.0233
Client 5 (MNIST) | Target Loss: 0.4631 | G Loss: 1.2066, D Loss: 0.5638 | DDPM Loss: 0.0228
Client 6 (MNIST) | Target Loss: 0.0603 | G Loss: 1.3360, D Loss: 0.5230 | DDPM Loss: 0.0233
Client 7 (MNIST) | Target Loss: 0.0473 | G Loss: 1.3175, D Loss: 0.5219 | DDPM Loss: 0.0230
Client 8 (MNIST) | Target Loss: 0.9636 | G Loss: 1.3421, D Loss: 0.5260 | DDPM Loss: 0.0229
Client 9 (MNIST) | Target Loss: 0.1333 | G Loss: 1.3210, D Loss: 0.5254 | DDPM Loss: 0.0230
Client 11 (EMNIST) | Target Loss: 0.4657 | G Loss: 5.0109, D Loss: 0.0947 | DDPM Loss: 0.0135
Client 12 (EMNIST) | Target Loss: 0.4293 | G Loss: 5.4618, D Loss: 0.0785 | DDPM Loss: 0.0135
Client 13 (EMNIST) | Target Loss: 0.3347 | G Loss: 5.2208, D Loss: 0.0915 | DDPM Loss: 0.0135
Client 14 (EMNIST) | Target Loss: 0.3109 | G Loss: 4.8595, D Loss: 0.1220 | DDPM Loss: 0.0134
Client 15 (EMNIST) | Target Loss: 0.4744 | G Loss: 4.8708, D Loss: 0.1128 | DDPM Loss: 0.0136
Client 16 (EMNIST) | Target Loss: 0.6796 | G Loss: 4.7307, D Loss: 0.1231 | DDPM Loss: 0.0135
Client 17 (EMNIST) | Target Loss: 0.3902 | G Loss: 5.7125, D Loss: 0.0589 | DDPM Loss: 0.0135
Client 18 (EMNIST) | Target Loss: 0.3005 | G Loss: 5.3898, D Loss: 0.0774 | DDPM Loss: 0.0135
Client 19 (EMNIST) | Target Loss: 0.4769 | G Loss: 5.5620, D Loss: 0.0686 | DDPM Loss: 0.0134
Client 20 (EMNIST) | Target Loss: 0.5130 | G Loss: 5.0618, D Loss: 0.1047 | DDPM Loss: 0.0135
Client 22 (CIFAR10) | Target Loss: 0.8880 | G Loss: 2.5743, D Loss: 0.4102 | DDPM Loss: 0.0644
